id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,acc_now_delinq
1068994,35000.0,22075.0,22050.0, 60 months,17.27,551.84,D,D3,MORTGAGE,150000.0,Verified,Fully Paid,n,NY,7.51,0.0,Jun-2003,1.0,11.0,0.0,7334.0,53.3,31.0,f,0.0,0.0,28871.92,28839.26,22075.0,6796.92,0.0,0.0,0.0,Feb-2014,15660.22,Feb-2014,0.0
1068475,10000.0,10000.0,10000.0, 36 months,14.27,343.09,C,C2,RENT,68000.0,Source Verified,Fully Paid,n,PA,15.39,0.0,Jul-2006,1.0,9.0,0.0,11303.0,81.3,15.0,f,0.0,0.0,10671.62,10671.62,10000.0,671.62,0.0,0.0,0.0,Jul-2012,8962.31,Feb-2013,0.0
1068989,11800.0,11800.0,11800.0, 36 months,12.69,395.83,B,B5,RENT,42000.0,Source Verified,Fully Paid,n,NY,9.86,0.0,Oct-1996,0.0,4.0,0.0,8940.0,74.8,13.0,f,0.0,0.0,14243.1583665,14243.16,11800.0,2443.16,0.0,0.0,0.0,Jan-2015,419.36,Dec-2014,0.0
1068967,4500.0,4500.0,4500.0, 36 months,6.03,136.96,A,A1,RENT,53000.0,Source Verified,Fully Paid,n,CA,4.44,0.0,Oct-2000,0.0,7.0,0.0,8630.0,13.9,17.0,f,0.0,0.0,4930.30217046,4930.3,4500.0,430.3,0.0,0.0,0.0,Jan-2015,138.95,Dec-2014,0.0
1068744,7000.0,7000.0,7000.0, 36 months,12.69,234.82,B,B5,RENT,35000.0,Source Verified,Fully Paid,n,CA,11.35,0.0,May-2000,2.0,10.0,0.0,7649.0,82.3,26.0,f,0.0,0.0,8449.39474172,8449.39,7000.0,1449.39,0.0,0.0,0.0,Jan-2015,248.19,Nov-2015,0.0
1045509,9200.0,9200.0,9200.0, 36 months,12.42,307.43,B,B4,RENT,60000.0,Source Verified,Fully Paid,n,CA,19.96,0.0,Oct-2002,3.0,8.0,0.0,23299.0,78.7,19.0,f,0.0,0.0,10480.84,10480.84,9200.0,1280.84,0.0,0.0,0.0,Jul-2013,365.48,Jul-2014,0.0
1063958,14000.0,14000.0,13975.0, 60 months,17.27,349.98,D,D3,RENT,28000.0,Verified,Current,n,WA,6.34,0.0,Jul-2005,2.0,5.0,0.0,6986.0,79.4,10.0,f,3842.41,3835.51,16777.04,16747.17,10157.6,6619.44,0.0,0.0,0.0,Jan-2016,349.98,Jan-2016,0.0
1041756,4500.0,4500.0,4475.0, 60 months,10.65,97.06,B,B2,MORTGAGE,42000.0,Source Verified,Fully Paid,n,TX,5.4,0.0,Feb-1983,0.0,4.0,0.0,8220.0,78.3,9.0,f,0.0,0.0,4907.8,4880.55,4500.0,407.8,0.0,0.0,0.0,Dec-2012,3946.24,Dec-2012,0.0
1068694,12000.0,12000.0,12000.0, 36 months,16.29,423.61,D,D1,RENT,88365.0,Verified,Fully Paid,n,AZ,16.85,0.0,Oct-1996,0.0,6.0,0.0,22936.0,96.4,15.0,f,0.0,0.0,14685.36,14685.36,12000.0,2685.36,0.0,0.0,0.0,Nov-2013,5800.45,Sep-2015,0.0
1068792,12000.0,12000.0,12000.0, 36 months,13.49,407.17,C,C1,RENT,72000.0,Source Verified,Fully Paid,n,CA,21.33,0.0,May-2003,1.0,11.0,0.0,3419.0,27.6,19.0,f,0.0,0.0,13985.6762204,13985.68,12000.0,1985.68,0.0,0.0,0.0,Apr-2014,426.26,Jan-2016,0.0
1068558,12000.0,12000.0,12000.0, 36 months,10.65,390.88,B,B2,RENT,62000.0,Verified,Fully Paid,n,TX,23.94,0.0,Jun-2002,0.0,10.0,0.0,20310.0,78.4,51.0,f,0.0,0.0,12779.62,12779.62,12000.0,779.62,0.0,0.0,0.0,Sep-2012,10046.57,Jul-2015,0.0
1068322,7000.0,7000.0,7000.0, 36 months,10.65,228.02,B,B2,MORTGAGE,43680.0,Not Verified,Fully Paid,n,MN,5.38,0.0,Oct-2000,0.0,7.0,0.0,6245.0,78.1,11.0,f,0.0,0.0,7687.73,7687.73,7000.0,687.73,0.0,0.0,0.0,Feb-2013,4958.61,Feb-2013,0.0
1065674,8200.0,8200.0,8200.0, 60 months,19.42,214.62,E,E3,RENT,120000.0,Source Verified,Fully Paid,n,NY,2.8,0.0,Jun-2007,2.0,5.0,0.0,10392.0,88.4,6.0,f,0.0,0.0,11894.8952023,11894.9,8200.0,3694.9,0.0,0.0,0.0,Dec-2014,4625.07,Jan-2016,0.0
1068547,10500.0,10500.0,10500.0, 36 months,12.69,352.23,B,B5,RENT,66000.0,Verified,Fully Paid,n,CA,20.73,1.0,Sep-1998,2.0,8.0,0.0,5790.0,51.2,26.0,f,0.0,0.0,11232.14,11232.14,10500.0,732.14,0.0,0.0,0.0,Oct-2012,4421.32,Oct-2012,0.0
1068545,7000.0,7000.0,7000.0, 36 months,11.71,231.54,B,B3,OWN,39120.0,Not Verified,Fully Paid,n,FL,21.01,0.0,Dec-1996,0.0,8.0,1.0,9414.0,52.4,26.0,f,0.0,0.0,7932.3,7932.3,7000.0,932.3,0.0,0.0,0.0,Jun-2013,4235.03,Jan-2016,0.0
1068575,15300.0,15300.0,15275.0, 60 months,22.06,423.1,F,F4,RENT,85000.0,Verified,Current,n,VA,20.58,0.0,Feb-1984,2.0,14.0,0.0,26524.0,89.7,27.0,f,4523.91,4516.51,20295.8,20262.65,10776.09,9519.71,0.0,0.0,0.0,Jan-2016,423.1,Jan-2016,0.0
1049528,20000.0,12800.0,12775.0, 60 months,11.71,282.86,B,B3,MORTGAGE,47800.0,Verified,Fully Paid,n,VA,10.04,0.0,Nov-2001,0.0,15.0,0.0,16447.0,46.3,27.0,f,0.0,0.0,15161.27,15131.66,12800.0,2361.27,0.0,0.0,0.0,Nov-2013,9242.39,Nov-2013,0.0
1068542,17500.0,17500.0,17500.0, 60 months,17.27,437.47,D,D3,MORTGAGE,45000.0,Not Verified,Charged Off,n,WA,21.31,0.0,Sep-2002,2.0,13.0,0.0,20129.0,86.1,26.0,f,0.0,0.0,10037.1,10037.1,3077.85,3473.25,0.0,3486.0,625.616999998,Apr-2013,437.47,Dec-2015,0.0
1068350,3500.0,3500.0,3500.0, 36 months,6.03,106.53,A,A1,MORTGAGE,83000.0,Verified,Fully Paid,n,IL,2.31,0.0,Jan-1986,0.0,6.0,0.0,3092.0,13.4,28.0,f,0.0,0.0,3834.66084993,3834.66,3500.0,334.66,0.0,0.0,0.0,Jan-2015,107.86,Dec-2014,0.0
